model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Optimal Linear classifier (f*),1.0,1.437283992767334,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",97,34,0.35051546391752575
Strategic (f*_s),1.0,-0.27997297048568726,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.19785378873348236, -0.3805057406425476, 0.3458784818649292, 0.20456215739250183, 0.046981971710920334, 0.9018353223800659, 0.09103864431381226, -0.08837699145078659]",4069,553,0.13590562791840746
Strat-Imp-Aware (f*_imp),1.0,0.5956047177314758,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.0585741251707077, -0.10571246594190598, 0.10526258498430252, 0.03819581866264343, 0.0566432885825634, 0.2536374628543854, 0.03965163975954056, -0.06968577206134796]",76,21,0.27631578947368424
Optimal Linear classifier (f*),1.0,1.437283992767334,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",97,34,0.35051546391752575
Strategic (f*_s),1.0,-0.27997297048568726,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.19785378873348236, -0.3805057406425476, 0.3458784818649292, 0.20456215739250183, 0.046981971710920334, 0.9018353223800659, 0.09103864431381226, -0.08837699145078659]",4069,553,0.13590562791840746
Strat-Imp-Aware (f*_imp),1.0,0.6689015626907349,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06189865618944168, -0.08988022804260254, 0.2151356041431427, 0.27659350633621216, 0.008719225414097309, 0.32602301239967346, 0.09134522825479507, 0.06641082465648651]",614,177,0.28827361563517917
Optimal Linear classifier (f*),1.0,1.437283992767334,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",97,34,0.35051546391752575
Strategic (f*_s),1.0,-0.27997297048568726,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.19785378873348236, -0.3805057406425476, 0.3458784818649292, 0.20456215739250183, 0.046981971710920334, 0.9018353223800659, 0.09103864431381226, -0.08837699145078659]",4069,553,0.13590562791840746
Strat-Imp-Aware (f*_imp),1.0,0.6689015626907349,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06189865618944168, -0.08988022804260254, 0.2151356041431427, 0.27659350633621216, 0.008719225414097309, 0.32602301239967346, 0.09134522825479507, 0.06641082465648651]",614,177,0.28827361563517917
Optimal Linear classifier (f*),1.0,1.437283992767334,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",97,34,0.35051546391752575
Strategic (f*_s),1.0,-0.27997297048568726,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.19785378873348236, -0.3805057406425476, 0.3458784818649292, 0.20456215739250183, 0.046981971710920334, 0.9018353223800659, 0.09103864431381226, -0.08837699145078659]",4069,553,0.13590562791840746
Strat-Imp-Aware (f*_imp),1.0,0.6689015626907349,"[0.10000000149011612, 0.5, 1.0, 0.4000000059604645, 0.800000011920929, 0.4000000059604645, 0.5, 0.699999988079071]","[-0.06189865618944168, -0.08988022804260254, 0.2151356041431427, 0.27659350633621216, 0.008719225414097309, 0.32602301239967346, 0.09134522825479507, 0.06641082465648651]",614,177,0.28827361563517917
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.5, 0.699999988079071]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.295504093170166,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.5, 0.699999988079071]","[-0.18937864899635315, -0.45769816637039185, 0.3327920734882355, 0.11884445697069168, 0.07913573086261749, 0.8550339341163635, 0.01127643883228302, -0.06750381737947464]",62,15,0.24193548387096775
Strat-Imp-Aware (f*_imp),1.0,1.1515789031982422,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.5, 0.699999988079071]","[-0.1735968440771103, -0.4849703013896942, 0.2847004234790802, 0.18723341822624207, 0.09334824234247208, 0.7435425519943237, 0.085810087621212, -0.03322228416800499]",71,14,0.19718309859154928
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.276036262512207,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.18995143473148346, -0.4589800536632538, 0.2645021677017212, 0.07670745253562927, 0.11931759119033813, 0.8694295883178711, 0.028606118634343147, -0.082577645778656]",60,12,0.2
Strat-Imp-Aware (f*_imp),1.0,1.021599531173706,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.22364625334739685, -0.6221441030502319, 0.19615669548511505, 0.1551135778427124, 0.10694050043821335, 0.8386449217796326, 0.02034279890358448, -0.032809726893901825]",40,9,0.225
Optimal Linear classifier (f*),1.0,0.8404277563095093,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[0.09963343292474747, 0.7148050665855408, 0.42368870973587036, 0.2188284993171692, -0.086536705493927, 0.514894425868988, -0.18267153203487396, 0.19567658007144928]",1475,251,0.17016949152542374
Strategic (f*_s),1.0,-0.34799811244010925,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[0.13915963470935822, 0.7249983549118042, 0.1787940114736557, 0.22033613920211792, -0.07381415367126465, 0.5258765816688538, 0.05976656824350357, 0.17627358436584473]",2003,132,0.06590114827758363
Strat-Imp-Aware (f*_imp),1.0,1.5800529718399048,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.398391455411911, -0.5154381990432739, 0.34155985713005066, 0.2293582558631897, 0.112113818526268, 1.0758165121078491, 0.18792490661144257, -0.08129992336034775]",74,20,0.2702702702702703
Optimal Linear classifier (f*),1.0,0.8404277563095093,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[0.09963343292474747, 0.7148050665855408, 0.42368870973587036, 0.2188284993171692, -0.086536705493927, 0.514894425868988, -0.18267153203487396, 0.19567658007144928]",1475,251,0.17016949152542374
Strategic (f*_s),1.0,0.35379448533058167,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[0.4582352936267853, -0.01405789703130722, 0.14866401255130768, 0.22634656727313995, -0.30526432394981384, 0.9750005602836609, 0.03546750545501709, 0.2181573063135147]",749,73,0.09746328437917223
Strat-Imp-Aware (f*_imp),1.0,1.602568507194519,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[-0.3495637774467468, -0.4882441759109497, 0.3256448805332184, 0.2303849458694458, 0.18478693068027496, 1.1234294176101685, 0.20344878733158112, -0.023311832919716835]",89,21,0.23595505617977527
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.2958028316497803,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[-0.2169526070356369, -0.45961588621139526, 0.31287139654159546, 0.1008475050330162, 0.12493264675140381, 0.8826971054077148, 0.041182007640600204, -0.04722798988223076]",60,13,0.21666666666666667
Strat-Imp-Aware (f*_imp),1.0,1.0866518020629883,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0]","[-0.19012993574142456, -0.5731350779533386, 0.1715976446866989, 0.14049923419952393, 0.06468471884727478, 0.756058931350708, 0.04676762968301773, -0.016937004402279854]",15,6,0.4
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.276036262512207,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.18995143473148346, -0.4589800536632538, 0.2645021677017212, 0.07670745253562927, 0.11931759119033813, 0.8694295883178711, 0.028606118634343147, -0.082577645778656]",60,12,0.2
Strat-Imp-Aware (f*_imp),1.0,1.021599531173706,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0]","[-0.22364625334739685, -0.6221441030502319, 0.19615669548511505, 0.1551135778427124, 0.10694050043821335, 0.8386449217796326, 0.02034279890358448, -0.032809726893901825]",40,9,0.225
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.3102039098739624,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 0.800000011920929]","[-0.2436531037092209, -0.4860062599182129, 0.26775065064430237, 0.060982171446084976, 0.11156370490789413, 0.8819712996482849, 0.050653088837862015, -0.07317785173654556]",57,14,0.24561403508771928
Strat-Imp-Aware (f*_imp),1.0,1.081910490989685,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 1.0, 0.800000011920929]","[-0.1348874568939209, -0.5017847418785095, 0.15537095069885254, 0.1308819204568863, 0.025909986346960068, 0.7495394349098206, 0.03451233357191086, -0.026853350922465324]",20,5,0.25
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.2798233032226562,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.800000011920929]","[-0.2045947164297104, -0.4594567120075226, 0.25841817259788513, 0.06419021636247635, 0.12544018030166626, 0.8146018385887146, 0.021224161610007286, -0.0747154951095581]",52,13,0.25
Strat-Imp-Aware (f*_imp),1.0,1.1528100967407227,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.800000011920929]","[-0.20336559414863586, -0.5168985724449158, 0.29912069439888, 0.1651209592819214, 0.08709736168384552, 0.7819631695747375, 0.06894239783287048, 0.009119458496570587]",76,23,0.3026315789473684
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.8999999761581421]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.3013840913772583,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.8999999761581421]","[-0.20781752467155457, -0.4692540466785431, 0.2568250894546509, 0.07926515489816666, 0.1130928173661232, 0.8370283246040344, 0.03279566019773483, -0.0840616449713707]",57,15,0.2631578947368421
Strat-Imp-Aware (f*_imp),1.0,1.0259987115859985,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.8999999761581421, 0.8999999761581421]","[-0.14244529604911804, -0.5044203996658325, 0.17006056010723114, 0.09672566503286362, 0.0882546529173851, 0.7730201482772827, 0.004799509886652231, -0.04288759455084801]",37,6,0.16216216216216217
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",39,14,0.358974358974359
Strategic (f*_s),1.0,1.2419353723526,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.18243807554244995, -0.4631306529045105, 0.3275836110115051, 0.11924631893634796, 0.106285460293293, 0.8238580822944641, 0.009290926158428192, -0.10658031702041626]",71,19,0.2676056338028169
Strat-Imp-Aware (f*_imp),1.0,1.0987581014633179,"[1.0, 0.5, 1.0, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.1538393497467041, -0.4521878659725189, 0.21683181822299957, 0.12750975787639618, 0.09369567036628723, 0.7458295822143555, 0.0846598744392395, -0.042206887155771255]",54,11,0.2037037037037037
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",92,32,0.34782608695652173
Strategic (f*_s),1.0,0.681167721748352,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.20848596096038818, -0.4500945210456848, 0.2573748230934143, 0.12635591626167297, 0.09377435594797134, 0.8073441386222839, -0.013936455361545086, -0.06431356072425842]",409,119,0.29095354523227385
Strat-Imp-Aware (f*_imp),1.0,0.7731746435165405,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.09412471204996109, -0.2437625378370285, 0.0704677551984787, -0.013553337194025517, 0.0987590104341507, 0.5913006067276001, 0.005117654800415039, -0.07366614788770676]",157,44,0.2802547770700637
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",92,32,0.34782608695652173
Strategic (f*_s),1.0,0.681167721748352,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[-0.20848596096038818, -0.4500945210456848, 0.2573748230934143, 0.12635591626167297, 0.09377435594797134, 0.8073441386222839, -0.013936455361545086, -0.06431356072425842]",409,119,0.29095354523227385
Strat-Imp-Aware (f*_imp),1.0,0.7731746435165405,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[-0.09412471204996109, -0.2437625378370285, 0.0704677551984787, -0.013553337194025517, 0.0987590104341507, 0.5913006067276001, 0.005117654800415039, -0.07366614788770676]",157,44,0.2802547770700637
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",92,32,0.34782608695652173
Strategic (f*_s),1.0,0.681167721748352,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.20848596096038818, -0.4500945210456848, 0.2573748230934143, 0.12635591626167297, 0.09377435594797134, 0.8073441386222839, -0.013936455361545086, -0.06431356072425842]",409,119,0.29095354523227385
Strat-Imp-Aware (f*_imp),1.0,0.7731746435165405,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.09412471204996109, -0.2437625378370285, 0.0704677551984787, -0.013553337194025517, 0.0987590104341507, 0.5913006067276001, 0.005117654800415039, -0.07366614788770676]",157,44,0.2802547770700637
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 0.699999988079071, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",92,32,0.34782608695652173
Strategic (f*_s),1.0,0.681167721748352,"[1.0, 1.0, 0.699999988079071, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.20848596096038818, -0.4500945210456848, 0.2573748230934143, 0.12635591626167297, 0.09377435594797134, 0.8073441386222839, -0.013936455361545086, -0.06431356072425842]",409,119,0.29095354523227385
Strat-Imp-Aware (f*_imp),1.0,0.7965348362922668,"[1.0, 1.0, 0.699999988079071, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.061478979885578156, -0.2298010140657425, 0.055292028933763504, 0.011197425425052643, 0.056944455951452255, 0.45739611983299255, 0.026361843571066856, -0.08014880865812302]",39,6,0.15384615384615385
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",70,24,0.34285714285714286
Strategic (f*_s),1.0,1.065482497215271,"[1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 0.800000011920929, 0.800000011920929]","[-0.18680252134799957, -0.4406549334526062, 0.2199104279279709, 0.11912208795547485, 0.12536130845546722, 0.845863938331604, 0.005162021145224571, -0.042156558483839035]",126,33,0.2619047619047619
Strat-Imp-Aware (f*_imp),1.0,0.9706555604934692,"[1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 0.800000011920929, 0.800000011920929]","[-0.15253831446170807, -0.5527680516242981, 0.22388505935668945, 0.1675756424665451, 0.11165399104356766, 0.7732061147689819, 0.03401406109333038, -0.05448045954108238]",96,22,0.22916666666666666
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 2.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",92,32,0.34782608695652173
Strategic (f*_s),1.0,0.681167721748352,"[1.0, 1.0, 1.5, 2.0, 2.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.20848596096038818, -0.4500945210456848, 0.2573748230934143, 0.12635591626167297, 0.09377435594797134, 0.8073441386222839, -0.013936455361545086, -0.06431356072425842]",409,119,0.29095354523227385
Strat-Imp-Aware (f*_imp),1.0,0.7731746435165405,"[1.0, 1.0, 1.5, 2.0, 2.0, 1.0, 0.800000011920929, 0.800000011920929]","[-0.09412471204996109, -0.2437625378370285, 0.0704677551984787, -0.013553337194025517, 0.0987590104341507, 0.5913006067276001, 0.005117654800415039, -0.07366614788770676]",157,44,0.2802547770700637
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,13,0.3939393939393939
Strategic (f*_s),1.0,1.3934000730514526,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.18083032965660095, -0.4642671048641205, 0.26630309224128723, 0.10223473608493805, 0.09982825070619583, 0.8400565385818481, -0.0063318656757473946, -0.059598010033369064]",35,11,0.3142857142857143
Strat-Imp-Aware (f*_imp),1.0,1.1365869045257568,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.14090198278427124, -0.6039523482322693, 0.25335758924484253, 0.13519287109375, 0.08766021579504013, 0.808425784111023, 0.037559062242507935, -0.09406536817550659]",48,7,0.14583333333333334
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,13,0.3939393939393939
Strategic (f*_s),1.0,1.3934000730514526,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.18083032965660095, -0.4642671048641205, 0.26630309224128723, 0.10223473608493805, 0.09982825070619583, 0.8400565385818481, -0.0063318656757473946, -0.059598010033369064]",35,11,0.3142857142857143
Strat-Imp-Aware (f*_imp),1.0,1.1365869045257568,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.14090198278427124, -0.6039523482322693, 0.25335758924484253, 0.13519287109375, 0.08766021579504013, 0.808425784111023, 0.037559062242507935, -0.09406536817550659]",48,7,0.14583333333333334
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,13,0.3939393939393939
Strategic (f*_s),1.0,1.4345672130584717,"[1.0, 1.0, 1.5, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.22047336399555206, -0.4379384517669678, 0.31467145681381226, 0.08742479979991913, 0.13089661300182343, 0.8719719052314758, -0.005727093201130629, -0.09130601584911346]",46,10,0.21739130434782608
Strat-Imp-Aware (f*_imp),1.0,1.185469627380371,"[1.0, 1.0, 1.5, 1.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.18192988634109497, -0.5783976912498474, 0.22631077468395233, 0.1369335651397705, 0.1165405735373497, 0.7779934406280518, 0.07057034969329834, -0.05250898748636246]",28,6,0.21428571428571427
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,13,0.3939393939393939
Strategic (f*_s),1.0,1.2619489431381226,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.23589597642421722, -0.372832328081131, 0.16874723136425018, 0.19494293630123138, 0.10491856932640076, 0.9174668192863464, -0.11214564740657806, -0.00618010526522994]",37,9,0.24324324324324326
Strat-Imp-Aware (f*_imp),1.0,1.185362696647644,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.10896565765142441, -0.34241628646850586, 0.0511990562081337, 0.07531657069921494, 0.1073894277215004, 0.6664942502975464, 0.008464454673230648, 0.045090451836586]",10,1,0.1
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,7,0.21212121212121213
Strategic (f*_s),1.0,1.2619489431381226,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.23589597642421722, -0.372832328081131, 0.16874723136425018, 0.19494293630123138, 0.10491856932640076, 0.9174668192863464, -0.11214564740657806, -0.00618010526522994]",37,11,0.2972972972972973
Strat-Imp-Aware (f*_imp),1.0,1.219072937965393,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.2587994933128357, -0.5306488275527954, 0.14524425566196442, 0.009718174114823341, 0.1743600219488144, 0.6912393569946289, -0.03885757550597191, -8.48817580845207e-06]",1,0,0.0
Optimal Linear classifier (f*),1.0,1.0601321458816528,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.008934861980378628, -0.08809371292591095, 0.02118697017431259, -0.0015071313828229904, 0.026929190382361412, 0.15466192364692688, 0.003967635799199343, -0.01054607704281807]",0,0,0
Strategic (f*_s),1.0,1.2918782234191895,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.25117021799087524, -0.375253289937973, 0.06940966844558716, 0.15698279440402985, 0.1752767264842987, 0.8962402939796448, -0.06729578971862793, -0.014371744357049465]",20,4,0.2
Strat-Imp-Aware (f*_imp),1.0,1.2953075170516968,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.2261536419391632, -0.5414854288101196, 0.12121409922838211, 0.05267154052853584, 0.15459923446178436, 0.7253851890563965, -0.026704711839556694, -0.0323706716299057]",2,0,0.0
Optimal Linear classifier (f*),1.0,1.0601321458816528,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.008934861980378628, -0.08809371292591095, 0.02118697017431259, -0.0015071313828229904, 0.026929190382361412, 0.15466192364692688, 0.003967635799199343, -0.01054607704281807]",0,0,0
Strategic (f*_s),1.0,1.3831945657730103,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.18018002808094025, -0.4786216616630554, 0.28838932514190674, 0.0925850197672844, 0.12277661263942719, 0.8514266610145569, 0.006618582643568516, -0.07208091765642166]",39,10,0.2564102564102564
Strat-Imp-Aware (f*_imp),1.0,1.3486844301223755,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.1899036467075348, -0.3777276873588562, 0.10228428244590759, 0.2014417052268982, 0.11307596415281296, 0.8030276298522949, 0.1544475108385086, 0.015328305773437023]",88,18,0.20454545454545456
Optimal Linear classifier (f*),1.0,1.437283992767334,"[1.0, 1.0, 1.5, 2.0, 10.0, 10.0, 0.800000011920929, 0.800000011920929]","[-0.06996352225542068, -0.2966938316822052, 0.168376162648201, 0.027977101504802704, 0.16304916143417358, 0.7399395108222961, 0.022892529144883156, -0.055570781230926514]",33,7,0.21212121212121213
