model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,11961,0.37264003987787403
Strategic (f*_s),1.0,-6.427548885345459,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5528978109359741, 1.1887074708938599, 0.8590775728225708]",24077,6258,0.25991610250446484
Strat-Imp-Aware (f*_imp),1.0,-0.15052998065948486,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.10813788324594498, 0.24178342521190643, 0.09862253069877625]",37854,14290,0.3775030379880594
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12023,0.37457162440027414
Strategic (f*_s),1.0,-6.427548885345459,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5528978109359741, 1.1887074708938599, 0.8590775728225708]",24077,6212,0.2580055654774266
Strat-Imp-Aware (f*_imp),1.0,-1.3065897226333618,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.12809467315673828, 0.4527454674243927, 1.0907646417617798]",39850,17792,0.446474278544542
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12266,0.3821421895445199
Strategic (f*_s),1.0,-6.426509380340576,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.5517470836639404, 1.1901073455810547, 0.8580153584480286]",24440,6307,0.2580605564648118
Strat-Imp-Aware (f*_imp),1.0,-0.6506043672561646,"[1.0, 0.20000000298023224, 0.800000011920929]","[0.16175055503845215, 0.3618926405906677, 0.9963077306747437]",36757,17253,0.4693799820442365
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.20000000298023224, 0.20000000298023224, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12266,0.3821421895445199
Strategic (f*_s),1.0,-6.426595211029053,"[0.20000000298023224, 0.20000000298023224, 0.800000011920929]","[0.5514138340950012, 1.1878384351730347, 0.8585609793663025]",24055,6159,0.25603824568696737
Strat-Imp-Aware (f*_imp),1.0,-1.2442833185195923,"[0.20000000298023224, 0.20000000298023224, 0.800000011920929]","[0.1173437237739563, 0.3818075954914093, 1.0634347200393677]",37649,16296,0.4328401816781322
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.20000000298023224, 0.5, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",27771,12648,0.4554391271470239
Strategic (f*_s),1.0,-3.304309844970703,"[0.20000000298023224, 0.5, 0.800000011920929]","[0.5600696206092834, 1.1779115200042725, 0.8591933846473694]",23348,5561,0.23817885900291247
Strat-Imp-Aware (f*_imp),1.0,-2.7854745388031006,"[0.20000000298023224, 0.5, 0.800000011920929]","[0.48534199595451355, 1.432606816291809, 0.9987838268280029]",30384,9608,0.3162190626645603
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.20000000298023224, 0.800000011920929, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",27771,12648,0.4554391271470239
Strategic (f*_s),1.0,-3.2996163368225098,"[0.20000000298023224, 0.800000011920929, 0.800000011920929]","[0.5611436367034912, 1.178822636604309, 0.8553388714790344]",23465,5616,0.23933518005540166
Strat-Imp-Aware (f*_imp),1.0,-2.4934091567993164,"[0.20000000298023224, 0.800000011920929, 0.800000011920929]","[0.5075392723083496, 1.3721967935562134, 0.9491389393806458]",29318,9454,0.32246401528071494
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.6000000238418579, 0.800000011920929]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",23503,8667,0.3687614347104625
Strategic (f*_s),1.0,-2.4942946434020996,"[0.30000001192092896, 0.6000000238418579, 0.800000011920929]","[0.5049958229064941, 1.2233915328979492, 0.8658910989761353]",22880,5713,0.24969405594405594
Strat-Imp-Aware (f*_imp),1.0,-2.2648606300354004,"[0.30000001192092896, 0.6000000238418579, 0.800000011920929]","[0.5867772102355957, 1.3622934818267822, 0.9440957307815552]",27744,8697,0.31347318339100344
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.6000000238418579, 0.10000000149011612]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,14568,0.45006024282492507
Strategic (f*_s),1.0,-3.2685370445251465,"[0.30000001192092896, 0.6000000238418579, 0.10000000149011612]","[0.558135449886322, 1.5736987590789795, -0.04611191153526306]",22678,5659,0.24953699620777847
Strat-Imp-Aware (f*_imp),1.0,-3.1773416996002197,"[0.30000001192092896, 0.6000000238418579, 0.10000000149011612]","[0.4271128475666046, 1.8314348459243774, 0.34389689564704895]",35714,14450,0.4046032368258946
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,14568,0.45006024282492507
Strategic (f*_s),1.0,-9.902900695800781,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.597519040107727, 1.2008517980575562, 1.0283852815628052]",36541,14285,0.390930735338387
Strat-Imp-Aware (f*_imp),1.0,-1.0479257106781006,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.014867128804326057, 0.45105844736099243, 0.05802537128329277]",55489,24568,0.4427544197949143
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.20000000298023224, 10.0]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12266,0.3821421895445199
Strategic (f*_s),1.0,-6.423808574676514,"[0.30000001192092896, 0.20000000298023224, 10.0]","[0.5484075546264648, 1.1933187246322632, 0.8561901450157166]",24617,6378,0.259089247268148
Strat-Imp-Aware (f*_imp),1.0,-0.6545644402503967,"[0.30000001192092896, 0.20000000298023224, 10.0]","[0.16016750037670135, 0.3717004954814911, 0.9939640760421753]",37115,17468,0.47064529166105346
Optimal Linear classifier (f*),1.0,-0.1466219127178192,"[100.0, 5.0, 1.0]","[0.5624904632568359, 1.0959298610687256, 0.8758582472801208]",11569,3491,0.3017546892557697
Strategic (f*_s),1.0,-1.032936692237854,"[100.0, 5.0, 1.0]","[0.5840054154396057, 1.15983247756958, 0.8766155242919922]",14239,4397,0.3087997752651169
Strat-Imp-Aware (f*_imp),1.0,-1.1245179176330566,"[100.0, 5.0, 1.0]","[0.5039581656455994, 1.2356462478637695, 0.865568995475769]",14354,4372,0.3045840880590776
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12266,0.3821421895445199
Strategic (f*_s),1.0,-6.426588535308838,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.5549570918083191, 1.1855430603027344, 0.8609667420387268]",23990,6137,0.2558149228845352
Strat-Imp-Aware (f*_imp),1.0,-0.653351366519928,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.16814415156841278, 0.3773968815803528, 0.9912896156311035]",37180,17542,0.47181280258203334
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.800000011920929, 0.009999999776482582, 0.30000001192092896]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,12388,0.3827118539343199
Strategic (f*_s),1.0,-31.058340072631836,"[0.800000011920929, 0.009999999776482582, 0.30000001192092896]","[4.7821364402771, -30.781906127929688, 10.615164756774902]",19689,7160,0.3636548326476713
Strat-Imp-Aware (f*_imp),1.0,-3.4012279510498047,"[0.800000011920929, 0.009999999776482582, 0.30000001192092896]","[0.026188833639025688, 0.13237737119197845, 1.310598373413086]",56249,31777,0.5649344877242262
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.20000000298023224, 0.009999999776482582, 0.30000001192092896]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,12388,0.3827118539343199
Strategic (f*_s),1.0,-29.745302200317383,"[0.20000000298023224, 0.009999999776482582, 0.30000001192092896]","[2.9172255992889404, -4.562928676605225, 8.248970031738281]",21239,7267,0.34215358538537594
Strat-Imp-Aware (f*_imp),1.0,-3.342190742492676,"[0.20000000298023224, 0.009999999776482582, 0.30000001192092896]","[0.26957860589027405, -0.29816877841949463, 1.1449708938598633]",42685,15559,0.3645074382101441
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,14568,0.45006024282492507
Strategic (f*_s),1.0,-9.902900695800781,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.597519040107727, 1.2008517980575562, 1.0283852815628052]",36541,14285,0.390930735338387
Strat-Imp-Aware (f*_imp),1.0,-1.0479257106781006,"[0.30000001192092896, 0.20000000298023224, 0.10000000149011612]","[0.014867128804326057, 0.45105844736099243, 0.05802537128329277]",55489,24568,0.4427544197949143
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32098,12266,0.3821421895445199
Strategic (f*_s),1.0,-6.426588535308838,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.5549570918083191, 1.1855430603027344, 0.8609667420387268]",23990,6137,0.2558149228845352
Strat-Imp-Aware (f*_imp),1.0,-0.653351366519928,"[0.30000001192092896, 0.20000000298023224, 1.0]","[0.16814415156841278, 0.3773968815803528, 0.9912896156311035]",37180,17542,0.47181280258203334
Optimal Linear classifier (f*),1.0,-0.450680673122406,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.5545641779899597, 1.1785452365875244, 0.8660470843315125]",32369,12388,0.3827118539343199
Strategic (f*_s),1.0,-1.5846129655838013,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.6408281326293945, 0.01880025304853916, 1.174797534942627]",17303,4163,0.24059411662717448
Strat-Imp-Aware (f*_imp),1.0,-1.5501688718795776,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.24858185648918152, 0.33028551936149597, 0.7666254639625549]",52666,26835,0.5095317662248889
Optimal Linear classifier (f*),1.0,-0.4508775472640991,"[1.0, 1.0, 1.0]","[0.5537921786308289, 1.179265022277832, 0.8661567568778992]",16393,5730,0.34953943756481426
Strategic (f*_s),1.0,-1.6758084297180176,"[1.0, 1.0, 1.0]","[0.5499207377433777, 1.1968058347702026, 0.8695266842842102]",17225,4425,0.25689404934687954
Strat-Imp-Aware (f*_imp),1.0,-1.4730322360992432,"[1.0, 1.0, 1.0]","[0.614162027835846, 1.243670105934143, 0.9325274229049683]",18156,5312,0.2925754571491518
Optimal Linear classifier (f*),1.0,-0.4508775472640991,"[0.30000001192092896, 0.30000001192092896, 0.4000000059604645]","[0.5537921786308289, 1.179265022277832, 0.8661567568778992]",30528,11596,0.37984800838574423
Strategic (f*_s),1.0,-4.424365520477295,"[0.30000001192092896, 0.30000001192092896, 0.4000000059604645]","[0.5569641590118408, 1.2251973152160645, 0.8655834794044495]",26766,6931,0.2589479190017186
Strat-Imp-Aware (f*_imp),1.0,-4.719840049743652,"[0.30000001192092896, 0.30000001192092896, 0.4000000059604645]","[0.4855034351348877, 1.4627249240875244, 1.0233439207077026]",33430,10714,0.3204905773257553
Optimal Linear classifier (f*),1.0,-0.4508775472640991,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.5537921786308289, 1.179265022277832, 0.8661567568778992]",32373,12392,0.382788125907392
Strategic (f*_s),1.0,-1.5885509252548218,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.6632131338119507, 0.07694448530673981, 1.0974955558776855]",15590,3776,0.24220654265554842
Strat-Imp-Aware (f*_imp),1.0,-2.4540090560913086,"[0.699999988079071, 0.10000000149011612, 1.0]","[0.09041720628738403, 0.47424134612083435, 0.38890814781188965]",56767,28937,0.5097503831451371
