model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Strat-Imp-Aware (f*_imp),1.0,0.22724804282188416,"[1.0, 1.0, 0.10199999809265137]","[0.05154987797141075, -0.003169303759932518, 0.09883998334407806]",211,70,0.33175355450236965
Optimal Linear classifier (f*),0.2,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",310,28,0.09032258064516129
Strategic (f*_s),0.2,0.5525025129318237,"[1.0, 1.0, 1.0]","[0.46596747636795044, 0.2731904685497284, 1.1719228029251099]",337,25,0.07418397626112759
Strat-Imp-Aware (f*_imp),0.2,1.9588357210159302,"[1.0, 1.0, 1.0]","[0.40063712000846863, 0.2312590330839157, 0.8644771575927734]",80,22,0.275
Optimal Linear classifier (f*),0.2,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",310,32,0.1032258064516129
Strategic (f*_s),0.2,0.485903263092041,"[1.0, 1.0, 1.0]","[0.596818745136261, 0.13546133041381836, 1.2913389205932617]",358,29,0.08100558659217877
Strat-Imp-Aware (f*_imp),0.2,1.975554347038269,"[1.0, 1.0, 1.0]","[0.5151094198226929, 0.17544113099575043, 0.858748197555542]",90,30,0.3333333333333333
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,233,0.18820678513731826
Strategic (f*_s),1.0,-0.4799559712409973,"[1.0, 1.0, 1.0]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),1.0,1.127180814743042,"[1.0, 1.0, 1.0]","[0.23034191131591797, 0.07476123422384262, 0.4433307647705078]",147,51,0.3469387755102041
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,233,0.18820678513731826
Strategic (f*_s),1.0,-0.3796456456184387,"[1.0, 1.0, 1.0]","[0.4441622793674469, 0.13239353895187378, 1.2023659944534302]",2000,114,0.057
Strat-Imp-Aware (f*_imp),1.0,1.1093902587890625,"[1.0, 1.0, 1.0]","[0.25126153230667114, 0.08649091422557831, 0.4310452938079834]",155,49,0.3161290322580645
Optimal Linear classifier (f*),1.0,0.7729592323303223,"[1.0, 1.0, 1.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,231,0.1905940594059406
Strategic (f*_s),1.0,-0.4799559712409973,"[1.0, 1.0, 1.0]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),1.0,1.127180814743042,"[1.0, 1.0, 1.0]","[0.23034191131591797, 0.07476123422384262, 0.4433307647705078]",147,51,0.3469387755102041
Optimal Linear classifier (f*),1.0,0.7965165972709656,"[1.0, 1.0, 1.0]","[0.5202698111534119, 0.31719788908958435, 1.1355031728744507]",1160,220,0.1896551724137931
Strategic (f*_s),1.0,-0.5061354041099548,"[1.0, 1.0, 1.0]","[0.4065742790699005, 0.22225792706012726, 1.1868993043899536]",1974,94,0.047619047619047616
Strat-Imp-Aware (f*_imp),1.0,1.247124433517456,"[1.0, 1.0, 1.0]","[0.13807892799377441, 0.06431012600660324, 0.3817453980445862]",15,2,0.13333333333333333
Optimal Linear classifier (f*),1.0,0.7729592323303223,"[1.0, 1.0, 1.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,220,0.18151815181518152
Strategic (f*_s),1.0,-0.41679662466049194,"[1.0, 1.0, 1.0]","[0.4988038241863251, 0.19682684540748596, 1.212391972541809]",1940,99,0.051030927835051546
Strat-Imp-Aware (f*_imp),1.0,1.174358606338501,"[1.0, 1.0, 1.0]","[0.17924998700618744, 0.0319184847176075, 0.5138333439826965]",149,40,0.2684563758389262
Optimal Linear classifier (f*),1.0,0.7729592323303223,"[1.0, 1.0, 0.10000000149011612]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1770,472,0.26666666666666666
Strategic (f*_s),1.0,-10.93264102935791,"[1.0, 1.0, 0.10000000149011612]","[0.4824456572532654, 0.144616961479187, 1.1377989053726196]",3971,88,0.0221606648199446
Strat-Imp-Aware (f*_imp),1.0,0.19809502363204956,"[1.0, 1.0, 0.10000000149011612]","[0.024845976382493973, 0.01913556270301342, 0.08849664777517319]",184,52,0.2826086956521739
Optimal Linear classifier (f*),1.0,0.7729592323303223,"[1.0, 1.0, 1.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,231,0.1905940594059406
Strategic (f*_s),1.0,-0.4799559712409973,"[1.0, 1.0, 1.0]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),1.0,1.127180814743042,"[1.0, 1.0, 1.0]","[0.23034191131591797, 0.07476123422384262, 0.4433307647705078]",147,51,0.3469387755102041
Optimal Linear classifier (f*),0.1,0.7729592323303223,"[1.0, 1.0, 1.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",155,14,0.09032258064516129
Strategic (f*_s),0.1,0.6345707178115845,"[1.0, 1.0, 1.0]","[0.6083413362503052, 0.14265668392181396, 1.3170254230499268]",195,16,0.08205128205128205
Strat-Imp-Aware (f*_imp),0.1,2.0698678493499756,"[1.0, 1.0, 1.0]","[0.5089826583862305, 0.15392230451107025, 0.8321431279182434]",37,8,0.21621621621621623
Optimal Linear classifier (f*),0.1,0.7729592323303223,"[1.0, 1.0, 0.10000000149011612]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,231,0.1905940594059406
Strategic (f*_s),0.1,-0.4799559712409973,"[1.0, 1.0, 0.10000000149011612]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),0.1,1.2072519063949585,"[1.0, 1.0, 0.10000000149011612]","[0.3201234042644501, 0.09033610671758652, 0.5330295562744141]",262,90,0.3435114503816794
Optimal Linear classifier (f*),0.1,0.7729592323303223,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,231,0.1905940594059406
Strategic (f*_s),0.1,-0.4799559712409973,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),0.1,1.2072519063949585,"[1.0, 0.10000000149011612, 0.10000000149011612]","[0.3201234042644501, 0.09033610671758652, 0.5330295562744141]",262,90,0.3435114503816794
Optimal Linear classifier (f*),0.1,0.7729592323303223,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1212,231,0.1905940594059406
Strategic (f*_s),0.1,-0.4799559712409973,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.5761617422103882, 0.14574122428894043, 1.1639553308486938]",1920,93,0.0484375
Strat-Imp-Aware (f*_imp),0.1,1.127180814743042,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.23034191131591797, 0.07476123422384262, 0.44333159923553467]",147,51,0.3469387755102041
Optimal Linear classifier (f*),0.1,0.7729592323303223,"[0.10000000149011612, 0.10000000149011612, 5.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",562,83,0.14768683274021352
Strategic (f*_s),0.1,0.3011563718318939,"[0.10000000149011612, 0.10000000149011612, 5.0]","[0.4088536202907562, 0.1894943118095398, 1.3328320980072021]",593,43,0.07251264755480608
Strat-Imp-Aware (f*_imp),0.1,1.657521367073059,"[0.10000000149011612, 0.10000000149011612, 5.0]","[0.5376610159873962, 0.17568011581897736, 0.8311240077018738]",305,85,0.2786885245901639
Optimal Linear classifier (f*),1,0.7729592323303223,"[0.10000000149011612, 0.10000000149011612, 10.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1770,497,0.2807909604519774
Strategic (f*_s),1,-3.6933681964874268,"[0.10000000149011612, 0.10000000149011612, 10.0]","[0.45679008960723877, 0.10445497930049896, 1.2497049570083618]",4538,147,0.03239312472454826
Strat-Imp-Aware (f*_imp),1,0.25782230496406555,"[0.10000000149011612, 0.10000000149011612, 10.0]","[0.2695813477039337, -0.3230385482311249, 0.7126674056053162]",2270,491,0.21629955947136564
Optimal Linear classifier (f*),1,0.7729592323303223,"[0.10000000149011612, 0.10000000149011612, 1.0]","[0.42754584550857544, 0.18831086158752441, 1.158586025238037]",1770,497,0.2807909604519774
Strategic (f*_s),1,-3.6896393299102783,"[0.10000000149011612, 0.10000000149011612, 1.0]","[0.4597986042499542, 0.11347804218530655, 1.254036784172058]",4571,151,0.03303434697002844
Strat-Imp-Aware (f*_imp),1,0.4230426847934723,"[0.10000000149011612, 0.10000000149011612, 1.0]","[0.07974506914615631, 0.03168368712067604, 0.16115312278270721]",155,42,0.2709677419354839
Optimal Linear classifier (f*),1,0.7079408168792725,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4589580297470093, 0.17942632734775543, 0.5139150619506836, -0.19643211364746094, -0.07055151462554932, -0.0234803706407547, 0.14000466465950012, 0.5073437094688416]",752,118,0.15691489361702127
Strategic (f*_s),1,0.009007932618260384,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.5557851791381836, 0.0927220955491066, 0.7228566408157349, -0.2799469232559204, -0.07002552598714828, 0.016416454687714577, 0.28050270676612854, 0.5612891316413879]",979,62,0.06332992849846783
Strat-Imp-Aware (f*_imp),1,0.55173659324646,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.12201240658760071, 0.04682460427284241, 0.9055620431900024, 0.03159911930561066, -0.008067401126027107, 0.09328877180814743, -0.0476265549659729, -0.686876654624939]",296,80,0.2702702702702703
Optimal Linear classifier (f*),1,0.6942755579948425,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4521533250808716, 0.1882430762052536, 0.4790392816066742, -0.1805698722600937, 0.08579017221927643, 0.5153548717498779]",771,121,0.1569390402075227
Strategic (f*_s),1,0.08845657110214233,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.5458796620368958, 0.13106027245521545, 0.6370441913604736, -0.24766239523887634, 0.2522411048412323, 0.5950714945793152]",871,54,0.06199770378874857
Strat-Imp-Aware (f*_imp),1,0.5263813734054565,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.15361849963665009, -0.037453435361385345, 0.841081440448761, 0.018386270850896835, -0.16217339038848877, -0.548234760761261]",232,69,0.2974137931034483
Optimal Linear classifier (f*),1,0.6942755579948425,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]","[0.4521533250808716, 0.1882430762052536, 0.4790392816066742, -0.1805698722600937, 0.08579017221927643, 0.5153548717498779]",1794,417,0.23244147157190637
Strategic (f*_s),1,-3.22135066986084,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]","[0.48566704988479614, 0.12458404153585434, 0.5076245665550232, -0.17445151507854462, 0.21247880160808563, 0.666278600692749]",4316,121,0.028035217794253938
Strat-Imp-Aware (f*_imp),1,0.25723809003829956,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]","[0.07691176980733871, -0.019526463001966476, 0.15778625011444092, 0.013337867334485054, -0.0035363463684916496, -0.039432670921087265]",359,120,0.3342618384401114
Optimal Linear classifier (f*),1,0.6443982720375061,"[0.25, 0.25, 0.25, 0.25]","[0.46657973527908325, 0.2018280029296875, 1.11383056640625, 0.03855482488870621]",1973,518,0.26254434870755194
Strategic (f*_s),1,-3.9978463649749756,"[0.25, 0.25, 0.25, 0.25]","[0.498982310295105, 0.1365787386894226, 1.1676263809204102, 0.009255846031010151]",4301,119,0.02766798418972332
Strat-Imp-Aware (f*_imp),1,0.5376868844032288,"[0.25, 0.25, 0.25, 0.25]","[0.09075824916362762, 0.049213606864213943, 0.19393502175807953, 0.015908455476164818]",152,39,0.2565789473684211
Optimal Linear classifier (f*),1,0.6443982720375061,"[1.0, 1.0, 1.0, 1.0]","[0.46657973527908325, 0.2018280029296875, 1.11383056640625, 0.03855482488870621]",1290,219,0.1697674418604651
Strategic (f*_s),1,-0.47075316309928894,"[1.0, 1.0, 1.0, 1.0]","[0.5855057835578918, 0.13775408267974854, 1.1909081935882568, 0.07634527236223221]",1849,90,0.048674959437533805
Strat-Imp-Aware (f*_imp),1,1.194818377494812,"[1.0, 1.0, 1.0, 1.0]","[0.23237353563308716, 0.13194216787815094, 0.6095939874649048, 0.05707070603966713]",365,123,0.336986301369863
Optimal Linear classifier (f*),1,0.6443982720375061,"[4.0, 4.0, 4.0, 4.0]","[0.46657973527908325, 0.2018280029296875, 1.11383056640625, 0.03855482488870621]",378,38,0.10052910052910052
Strategic (f*_s),1,0.4252925217151642,"[4.0, 4.0, 4.0, 4.0]","[0.5878920555114746, 0.14080065488815308, 1.2773349285125732, 0.07902474701404572]",424,25,0.0589622641509434
Strat-Imp-Aware (f*_imp),1,1.8837255239486694,"[4.0, 4.0, 4.0, 4.0]","[0.3647657334804535, 0.1793811321258545, 0.7156761884689331, 0.030690187588334084]",55,17,0.3090909090909091
Optimal Linear classifier (f*),1,0.6443982720375061,"[1.0, 1.0, 4.0, 4.0]","[0.46657973527908325, 0.2018280029296875, 1.11383056640625, 0.03855482488870621]",626,78,0.12460063897763578
Strategic (f*_s),1,0.3142547607421875,"[1.0, 1.0, 4.0, 4.0]","[0.4681304693222046, 0.16038809716701508, 1.2966314554214478, 0.07338013499975204]",659,48,0.07283763277693475
Strat-Imp-Aware (f*_imp),1,1.631421446800232,"[1.0, 1.0, 4.0, 4.0]","[0.42783257365226746, 0.19480879604816437, 0.6773284673690796, 0.0272812582552433]",193,56,0.29015544041450775
Optimal Linear classifier (f*),1,0.7391117811203003,"[1.0, 1.0, 4.0, 4.0]","[0.5654253363609314, 0.24269692599773407, 1.2410378456115723, 0.04484263435006142]",650,89,0.13692307692307693
Strategic (f*_s),1,0.3562554121017456,"[1.0, 1.0, 4.0, 4.0]","[0.49781328439712524, 0.2389327734708786, 1.2037904262542725, 0.08688623458147049]",706,54,0.0764872521246459
Strat-Imp-Aware (f*_imp),1,1.692618727684021,"[1.0, 1.0, 4.0, 4.0]","[0.39128735661506653, 0.16778166592121124, 0.8273187875747681, 0.027484243735671043]",221,63,0.2850678733031674
Optimal Linear classifier (f*),1,0.6443982720375061,"[1.0, 1.0, 1.0, 4.0]","[0.46657973527908325, 0.2018280029296875, 1.11383056640625, 0.03855482488870621]",1290,219,0.1697674418604651
Strategic (f*_s),1,-0.5692219138145447,"[1.0, 1.0, 1.0, 4.0]","[0.4241856336593628, 0.10870920866727829, 1.110387921333313, 0.05067363381385803]",1937,82,0.042333505420753745
Strat-Imp-Aware (f*_imp),1,1.1619713306427002,"[1.0, 1.0, 1.0, 4.0]","[0.22013068199157715, 0.036904409527778625, 0.46441903710365295, 0.0143089909106493]",141,40,0.28368794326241137
Optimal Linear classifier (f*),1,0.7378650307655334,"[1.0, 1.0, 1.0, 4.0]","[0.44668152928352356, 0.1708471029996872, 1.1629514694213867, 0.08506988734006882]",1239,217,0.1751412429378531
Strategic (f*_s),1,-0.3957914412021637,"[1.0, 1.0, 1.0, 4.0]","[0.5131733417510986, 0.11466240882873535, 1.2002243995666504, 0.022171098738908768]",1960,107,0.05459183673469388
Strat-Imp-Aware (f*_imp),1,1.157117486000061,"[1.0, 1.0, 1.0, 4.0]","[0.2504427433013916, 0.1423632651567459, 0.5004956722259521, 0.10495766252279282]",327,106,0.3241590214067278
Optimal Linear classifier (f*),1,0.7378650307655334,"[1.0, 1.0, 1.0, 1.0]","[0.44668152928352356, 0.1708471029996872, 1.1629514694213867, 0.08506988734006882]",1239,217,0.1751412429378531
Strategic (f*_s),1,-0.3957914412021637,"[1.0, 1.0, 1.0, 1.0]","[0.5131733417510986, 0.11466240882873535, 1.2002243995666504, 0.022171098738908768]",1960,107,0.05459183673469388
Strat-Imp-Aware (f*_imp),1,1.157117486000061,"[1.0, 1.0, 1.0, 1.0]","[0.2504427433013916, 0.1423632651567459, 0.5004956722259521, 0.10495766252279282]",327,106,0.3241590214067278
Optimal Linear classifier (f*),1.0,0.7519420385360718,"[1.0, 1.0, 1.0]","[0.43861106038093567, 0.18304570019245148, 1.1859605312347412]",1244,229,0.18408360128617363
Strategic (f*_s),1.0,-0.4060108959674835,"[1.0, 1.0, 1.0]","[0.44599059224128723, 0.16661931574344635, 1.1865075826644897]",1980,109,0.05505050505050505
Strat-Imp-Aware (f*_imp),1.0,1.1118696928024292,"[1.0, 1.0, 1.0]","[0.24672967195510864, 0.08210333436727524, 0.42122146487236023]",142,38,0.2676056338028169
Optimal Linear classifier (f*),1.0,0.7519420385360718,"[1.0, 1.0, 1.0]","[0.43861106038093567, 0.18304570019245148, 1.1859605312347412]",1244,229,0.18408360128617363
Strategic (f*_s),1.0,-0.4282810688018799,"[1.0, 1.0, 1.0]","[0.4287000894546509, 0.19260215759277344, 1.1920446157455444]",1970,104,0.05279187817258883
Strat-Imp-Aware (f*_imp),1.0,1.1279792785644531,"[1.0, 1.0, 1.0]","[0.2392413169145584, 0.0873924121260643, 0.42624402046203613]",139,48,0.34532374100719426
Optimal Linear classifier (f*),10.0,0.7519420385360718,"[1.0, 1.0, 1.0]","[0.43861106038093567, 0.18304570019245148, 1.1859605312347412]",1821,492,0.2701812191103789
Strategic (f*_s),10.0,-7.514805793762207,"[1.0, 1.0, 1.0]","[0.4865114986896515, 0.24960938096046448, 0.7991672158241272]",4196,104,0.02478551000953289
Strat-Imp-Aware (f*_imp),10.0,0.20780381560325623,"[1.0, 1.0, 1.0]","[0.02439320832490921, 0.005525845568627119, 0.09285158663988113]",132,32,0.24242424242424243
Optimal Linear classifier (f*),1.0,1.0041167736053467,"[1.0, 1.0, 1.0]","[0.003938496112823486, 0.0005913228960707784, 0.0040260558016598225]",0,0,0
Strategic (f*_s),1.0,1.0007524490356445,"[1.0, 1.0, 1.0]","[0.0011004731059074402, 0.0006444549071602523, 0.005795281380414963]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.0044891834259033,"[1.0, 1.0, 1.0]","[0.0020862878300249577, 0.007963236421346664, 0.010838309302926064]",0,0,0
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 1.0, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.0384198427200317,"[1.0, 1.0, 1.0]","[0.08518684655427933, 0.02816752903163433, 0.16417603194713593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.0319228172302246,"[1.0, 1.0, 1.0]","[0.09352174401283264, 0.0279881302267313, 0.1958865374326706]",0,0,0
Optimal Linear classifier (f*),5.0,1.1298713684082031,"[1.0, 1.0, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),5.0,0.16077309846878052,"[1.0, 1.0, 1.0]","[0.07969099283218384, 0.024551471695303917, 0.21409526467323303]",1622,454,0.279901356350185
Strat-Imp-Aware (f*_imp),5.0,0.23002225160598755,"[1.0, 1.0, 1.0]","[0.03119722008705139, 0.010151654481887817, 0.19745181500911713]",869,250,0.28768699654775604
Optimal Linear classifier (f*),3.0,1.1298713684082031,"[1.0, 1.0, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),3.0,0.5327829122543335,"[1.0, 1.0, 1.0]","[0.13839386403560638, 0.04408908262848854, 0.2629548907279968]",412,154,0.3737864077669903
Strat-Imp-Aware (f*_imp),3.0,0.6897488236427307,"[1.0, 1.0, 1.0]","[0.056300077587366104, 0.0166974775493145, 0.16094307601451874]",0,0,0
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 0.10000000149011612, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.0225433111190796,"[1.0, 0.10000000149011612, 1.0]","[0.08232174068689346, -0.005404014606028795, 0.17500941455364227]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.11689133942127228,"[1.0, 0.10000000149011612, 1.0]","[0.03127893805503845, 0.11844415217638016, 0.10821385681629181]",1672,294,0.17583732057416268
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 0.30000001192092896, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.0384198427200317,"[1.0, 0.30000001192092896, 1.0]","[0.08518684655427933, 0.02816752903163433, 0.16417603194713593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.7800666689872742,"[1.0, 0.30000001192092896, 1.0]","[0.07385506480932236, 0.1363605260848999, 0.17185427248477936]",18,4,0.2222222222222222
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 0.5, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.0384198427200317,"[1.0, 0.5, 1.0]","[0.08518684655427933, 0.02816752903163433, 0.16417603194713593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.0272809267044067,"[1.0, 0.5, 1.0]","[0.08145544677972794, 0.023501913994550705, 0.1693611592054367]",0,0,0
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 0.30000001192092896, 0.10000000149011612]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,0.05522318556904793,"[1.0, 0.30000001192092896, 0.10000000149011612]","[0.053371138870716095, 0.020797081291675568, 0.10837925225496292]",2099,537,0.2558361124344926
Strat-Imp-Aware (f*_imp),1.0,-0.076736681163311,"[1.0, 0.30000001192092896, 0.10000000149011612]","[0.001080734538845718, -0.008912119083106518, 0.1396891176700592]",4364,637,0.14596700274977084
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[0.10000000149011612, 0.30000001192092896, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,0.0999753549695015,"[0.10000000149011612, 0.30000001192092896, 1.0]","[0.11597935855388641, 0.020702991634607315, 0.12453807145357132]",1810,444,0.24530386740331492
Strat-Imp-Aware (f*_imp),1.0,0.4350791275501251,"[0.10000000149011612, 0.30000001192092896, 1.0]","[0.07403986901044846, 0.009075761772692204, 0.10176141560077667]",10,1,0.1
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 0.009999999776482582, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.066688060760498,"[1.0, 0.009999999776482582, 1.0]","[0.19419977068901062, 0.0014395981561392546, 0.3603246808052063]",69,16,0.2318840579710145
Strat-Imp-Aware (f*_imp),1.0,1.157149314880371,"[1.0, 0.009999999776482582, 1.0]","[0.28926658630371094, -0.04985593631863594, 0.6753005981445312]",380,130,0.34210526315789475
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[0.10000000149011612, 0.009999999776482582, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,-0.014306620694696903,"[0.10000000149011612, 0.009999999776482582, 1.0]","[0.1506805270910263, -0.2891506850719452, 0.3410094976425171]",3159,497,0.15732826843937955
Strat-Imp-Aware (f*_imp),1.0,0.9569405913352966,"[0.10000000149011612, 0.009999999776482582, 1.0]","[0.08427522331476212, -0.7641282677650452, 0.4742740988731384]",631,114,0.18066561014263074
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.1053812503814697,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.25669142603874207, -0.1119275912642479, 0.4480052590370178]",146,38,0.2602739726027397
Strat-Imp-Aware (f*_imp),1.0,1.157149314880371,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.28926658630371094, -0.04985593631863594, 0.6753005981445312]",380,130,0.34210526315789475
Optimal Linear classifier (f*),2.0,1.1298713684082031,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),2.0,0.7936676740646362,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.4083305895328522, -1.0440407991409302, 0.8349312543869019]",1442,202,0.14008321775312066
Strat-Imp-Aware (f*_imp),2.0,0.5803101658821106,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.07740142196416855, -0.6671253442764282, 0.40931403636932373]",1120,149,0.13303571428571428
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.1053812503814697,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.25669142603874207, -0.1119275912642479, 0.4480052590370178]",146,38,0.2602739726027397
Strat-Imp-Aware (f*_imp),1.0,1.157149314880371,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.28926658630371094, -0.04985593631863594, 0.6753005981445312]",380,130,0.34210526315789475
Optimal Linear classifier (f*),1.0,1.1298713684082031,"[1.0, 1.0, 1.0]","[0.05766834691166878, 0.021790847182273865, 0.11182476580142975]",0,0,0
Strategic (f*_s),1.0,1.0384198427200317,"[1.0, 1.0, 1.0]","[0.08518684655427933, 0.02816752903163433, 0.16417603194713593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.0319228172302246,"[1.0, 1.0, 1.0]","[0.09352174401283264, 0.0279881302267313, 0.1958865374326706]",0,0,0
Optimal Linear classifier (f*),1.0,0.732092559337616,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1856,503,0.27101293103448276
Strategic (f*_s),1.0,-0.5904967188835144,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.5652258992195129, -0.2736048102378845, 1.3965424299240112]",2136,123,0.05758426966292135
Strat-Imp-Aware (f*_imp),1.0,1.3326889276504517,"[0.8999999761581421, 0.009999999776482582, 1.0]","[0.5260130763053894, -0.3551599085330963, 1.009995698928833]",641,177,0.27613104524180965
Optimal Linear classifier (f*),1.0,0.732092559337616,"[1.0, 0.009999999776482582, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1856,503,0.27101293103448276
Strategic (f*_s),1.0,-0.6343052387237549,"[1.0, 0.009999999776482582, 1.0]","[0.658811628818512, -0.038414906710386276, 1.53253972530365]",2057,103,0.05007292173067574
Strat-Imp-Aware (f*_imp),1.0,1.3326889276504517,"[1.0, 0.009999999776482582, 1.0]","[0.5260130763053894, -0.3551599085330963, 1.009995698928833]",641,177,0.27613104524180965
Optimal Linear classifier (f*),1.0,0.732092559337616,"[1.0, 1.0, 1.0]","[0.4418911337852478, 0.1840040683746338, 1.1943753957748413]",1258,222,0.17647058823529413
Strategic (f*_s),1.0,-0.4148305058479309,"[1.0, 1.0, 1.0]","[0.4287605285644531, 0.21683399379253387, 1.1697604656219482]",1949,97,0.049769112365315546
Strat-Imp-Aware (f*_imp),1.0,1.1268340349197388,"[1.0, 1.0, 1.0]","[0.1756400614976883, 0.06705841422080994, 0.3792645335197449]",73,14,0.1917808219178082
