model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Optimal Linear classifier (f*),0.5,1.452351689338684,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",163,52,0.31901840490797545
Strategic (f*_s),0.5,-0.855327844619751,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.04387122020125389, -0.28793999552726746, 0.21145698428153992, 0.061456870287656784, 0.13376447558403015, 0.7468608021736145]",5583,600,0.10746910263299302
Strat-Imp-Aware (f*_imp),0.5,0.2625918388366699,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[0.04540203511714935, -0.15401606261730194, 0.09302402287721634, 0.042127467691898346, -0.0967773050069809, 0.30776238441467285]",486,126,0.25925925925925924
Optimal Linear classifier (f*),1,1.452351689338684,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",163,52,0.31901840490797545
Strategic (f*_s),1,-2.0638601779937744,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.14347168803215027, 0.07857672870159149, 0.4506652057170868, 0.13067199289798737, 0.17787602543830872, 0.6988253593444824]",5983,598,0.09994985793080395
Strat-Imp-Aware (f*_imp),1,-0.9556639790534973,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[0.18726608157157898, -0.2677730321884155, 0.07004155963659286, 0.023947056382894516, -0.2007916271686554, 0.49223795533180237]",6238,665,0.106604680987496
Optimal Linear classifier (f*),8,1.452351689338684,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",163,52,0.31901840490797545
Strategic (f*_s),8,-200.43075561523438,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-10.37332820892334, -5.854111671447754, 3.006023645401001, -16.49946403503418, 2.2712974548339844, 3.972750425338745]",2816,510,0.18110795454545456
Strat-Imp-Aware (f*_imp),8,-198.3705291748047,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.07963941991329193, -0.10702411085367203, -0.0019191182218492031, -0.02060887962579727, -0.06009901687502861, 7.341861248016357]",6240,688,0.11025641025641025
Optimal Linear classifier (f*),0.01,1.452351689338684,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",27,9,0.3333333333333333
Strategic (f*_s),0.01,1.373686671257019,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.18674638867378235, -0.45284798741340637, 0.1802157312631607, 0.08324401825666428, 0.16001494228839874, 1.0354259014129639]",24,7,0.2916666666666667
Strat-Imp-Aware (f*_imp),0.01,1.3235629796981812,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.1545734703540802, -0.5414935350418091, 0.1415637731552124, 0.07147287577390671, 0.06678207963705063, 0.9213762879371643]",11,3,0.2727272727272727
Optimal Linear classifier (f*),0.01,1.452351689338684,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",3,1,0.3333333333333333
Strategic (f*_s),0.01,1.4541313648223877,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.20321804285049438, -0.4648175537586212, 0.20373693108558655, 0.03721395879983902, 0.1333080381155014, 1.0410374402999878]",5,1,0.2
Strat-Imp-Aware (f*_imp),0.01,1.3565839529037476,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.11077947169542313, -0.5044639110565186, 0.08592182397842407, 0.040194131433963776, 0.08430705219507217, 0.9439504742622375]",2,2,1.0
Optimal Linear classifier (f*),1,1.452351689338684,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",155,50,0.3225806451612903
Strategic (f*_s),1,0.5970786213874817,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.1563083529472351, -0.43399232625961304, 0.20834632217884064, 0.11301258951425552, 0.07454235106706619, 0.936572790145874]",773,198,0.25614489003880986
Strat-Imp-Aware (f*_imp),1,0.7297569513320923,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.08405199646949768, -0.305942565202713, 0.030510926619172096, 0.027368804439902306, -0.00026461583911441267, 0.42849239706993103]",3,0,0.0
Optimal Linear classifier (f*),1,1.07908034324646,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),1,0.9596607685089111,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.021541571244597435, -0.04895636439323425, 0.013156994245946407, 0.009015029296278954, 0.01829712651669979, 0.12393365800380707]",0,0,0
Strat-Imp-Aware (f*_imp),1,0.8944153189659119,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.04145040363073349, -0.11391623318195343, 0.055356577038764954, 0.019664596766233444, 0.038556959480047226, 0.22087477147579193]",0,0,0
Optimal Linear classifier (f*),0.01,1.07908034324646,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),0.01,1.065062165260315,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.01302470825612545, -0.096355140209198, 0.0005739827756769955, 0.01621761918067932, 0.017111921682953835, 0.15890595316886902]",0,0,0
Strat-Imp-Aware (f*_imp),0.01,1.1140272617340088,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.06107057258486748, -0.14051654934883118, 0.0383710153400898, 0.006852489896118641, 0.036855924874544144, 0.2628163993358612]",0,0,0
Optimal Linear classifier (f*),100,1.07908034324646,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),100,-12.147677421569824,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-39.61137771606445, -19.929580688476562, -11.428592681884766, -7.578047752380371, 13.00088882446289, -14.583633422851562]",3530,74,0.020963172804532578
Strat-Imp-Aware (f*_imp),100,-25.79160499572754,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-8.542851448059082, -21.16510009765625, 2.4011547565460205, -38.8052978515625, -37.73023223876953, -20.76913070678711]",3693,100,0.027078256160303276
Optimal Linear classifier (f*),100,1.07908034324646,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),100,-2.816950798034668,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-4.245063781738281, -25.100629806518555, -55.628501892089844, -223.0170135498047, -65.26830291748047, -302.2902526855469]",0,0,0
Strat-Imp-Aware (f*_imp),100,-6.1242570877075195,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[142.26153564453125, -111.47484588623047, -56.34101104736328, -271.7049865722656, -346.0423278808594, -341.2745056152344]",3190,66,0.020689655172413793
Optimal Linear classifier (f*),1,1.07908034324646,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),1,-0.6290376782417297,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.1522940695285797, -0.014628852717578411, 0.1575179398059845, 0.01361430436372757, 0.21546073257923126, 0.32761135697364807]",5768,675,0.1170249653259362
Strat-Imp-Aware (f*_imp),1,-0.39382752776145935,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[0.14370682835578918, -0.1367950290441513, 0.021065184846520424, 0.006816471461206675, -0.1851855367422104, 0.2848612666130066]",6225,633,0.10168674698795181
Optimal Linear classifier (f*),0.1,1.07908034324646,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),0.1,0.9912437200546265,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.019812434911727905, -0.07973089814186096, 0.01081590075045824, 0.013414517976343632, 0.017326269298791885, 0.15195587277412415]",0,0,0
Strat-Imp-Aware (f*_imp),0.1,0.9830924868583679,"[0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213, 0.1599999964237213]","[-0.03774419054389, -0.10077161341905594, 0.08219755440950394, 0.030182408168911934, 0.051689401268959045, 0.25723767280578613]",0,0,0
Optimal Linear classifier (f*),1,1.07908034324646,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),1,1.0633642673492432,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.021280968561768532, -0.07580205053091049, 0.048034507781267166, 0.0007410910911858082, 0.04268687218427658, 0.18479789793491364]",0,0,0
Strat-Imp-Aware (f*_imp),1,1.0914331674575806,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.051831334829330444, -0.1268126219511032, 0.054356738924980164, 0.007806699723005295, 0.04520947486162186, 0.2772895097732544]",0,0,0
Optimal Linear classifier (f*),1,2.154116630554199,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[0.007404130883514881, -0.7029154300689697, 0.27850085496902466, 0.2445150464773178, 0.4003346860408783, 1.9649802446365356]",116,21,0.1810344827586207
Strategic (f*_s),1,2.0001285076141357,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[0.08702617138624191, -0.5522292852401733, 0.4108283519744873, 0.14252594113349915, 0.29180261492729187, 1.8379831314086914]",127,27,0.2125984251968504
Strat-Imp-Aware (f*_imp),1,1.7214454412460327,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.38468584418296814, -0.6621037721633911, 0.36598023772239685, 0.5771287679672241, 0.32705575227737427, 1.311047077178955]",68,24,0.35294117647058826
Optimal Linear classifier (f*),1,1.07908034324646,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),1,1.0633642673492432,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.021280968561768532, -0.07580205053091049, 0.048034507781267166, 0.0007410910911858082, 0.04268687218427658, 0.18479789793491364]",0,0,0
Strat-Imp-Aware (f*_imp),1,1.0914331674575806,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.051831334829330444, -0.1268126219511032, 0.054356738924980164, 0.007806699723005295, 0.04520947486162186, 0.2772895097732544]",0,0,0
Optimal Linear classifier (f*),1,1.07908034324646,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.02333572506904602, -0.09629760682582855, 0.013077206909656525, 0.016534263268113136, 0.020540906116366386, 0.15972907841205597]",0,0,0
Strategic (f*_s),1,1.0495952367782593,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.016681402921676636, -0.09105004370212555, 0.006285017356276512, 0.017660444602370262, 0.009794330224394798, 0.15501128137111664]",0,0,0
Strat-Imp-Aware (f*_imp),1,1.0893025398254395,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.0566578209400177, -0.14792081713676453, 0.04157031327486038, 0.0054331631399691105, 0.048014912754297256, 0.27242276072502136]",0,0,0
Optimal Linear classifier (f*),1,1.452351689338684,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.18014293909072876, -0.40493467450141907, 0.20902016758918762, 0.012143932282924652, 0.13049279153347015, 1.047593355178833]",37,12,0.32432432432432434
Strategic (f*_s),1,1.364610195159912,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.2104174941778183, -0.47217467427253723, 0.21021148562431335, 0.010186807252466679, 0.1425206959247589, 1.0329041481018066]",23,9,0.391304347826087
Strat-Imp-Aware (f*_imp),1,1.2993419170379639,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[-0.1423874944448471, -0.4982620179653168, 0.08745627850294113, 0.07424434274435043, 0.09311387687921524, 0.9259820580482483]",15,4,0.26666666666666666
Optimal Linear classifier (f*),1,9.806818008422852,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.414530634880066, 0.7289520502090454, 3.262267589569092, 1.9466602802276611, 0.5676792860031128, 4.117847442626953]",466,108,0.2317596566523605
Strategic (f*_s),1,6.825238227844238,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.404537558555603, 1.5706043243408203, 3.3021047115325928, 2.2240843772888184, -0.4644707143306732, 7.564638614654541]",1045,188,0.1799043062200957
Strat-Imp-Aware (f*_imp),1,4.008185386657715,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-1.1307260990142822, -1.7696300745010376, 1.958313226699829, 1.6400238275527954, 1.0572230815887451, 3.7228150367736816]",698,162,0.23209169054441262
Optimal Linear classifier (f*),1,0.7452731132507324,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.19017823040485382, 0.5841677784919739, 0.4052402377128601, 0.1558704823255539, -0.10219034552574158, 0.5108479261398315]",773,86,0.111254851228978
Strategic (f*_s),1,0.14110291004180908,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.17120300233364105, 0.6298636198043823, 0.40263959765434265, 0.158772274851799, -0.2028684914112091, 0.5597788095474243]",931,59,0.06337271750805586
Strat-Imp-Aware (f*_imp),1,0.5169815421104431,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-0.10100991278886795, -0.5717118382453918, 0.12738960981369019, 0.04083743691444397, 0.06205904483795166, 0.7931890487670898]",265,71,0.2679245283018868
Optimal Linear classifier (f*),1,0.7452731132507324,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.19017823040485382, 0.5841677784919739, 0.4052402377128601, 0.1558704823255539, -0.10219034552574158, 0.5108479261398315]",1920,401,0.20885416666666667
Strategic (f*_s),1,-3.9790422916412354,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.303884893655777, 0.2860804796218872, 0.4279903471469879, 0.1787732094526291, -0.30911630392074585, 0.8742663264274597]",3836,86,0.022419186652763295
Strat-Imp-Aware (f*_imp),1,-0.15830764174461365,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.4024120271205902, 0.0951610654592514, 0.3576798141002655, 0.1646750271320343, -0.13960544764995575, 1.0749856233596802]",3296,608,0.18446601941747573
Optimal Linear classifier (f*),1,1.0326749086380005,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[-0.004477726761251688, -0.08169066905975342, 0.00858961883932352, 0.008555149659514427, 0.017890799790620804, 0.11362750083208084]",0,0,0
Strategic (f*_s),1,-0.809018075466156,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.25929954648017883, -0.07706990838050842, 0.13837821781635284, 0.030765770003199577, -0.08959442377090454, 0.7162348628044128]",5066,667,0.13166206079747336
Strat-Imp-Aware (f*_imp),1,0.16215020418167114,"[0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]","[0.19602292776107788, -0.32154297828674316, 0.1266317367553711, 0.038702357560396194, 0.04554785415530205, 0.23557864129543304]",1573,360,0.22886204704386523
Optimal Linear classifier (f*),1,1.0150673389434814,"[1.0, 1.0, 1.0]","[0.012331030331552029, 0.013812188059091568, 0.017057260498404503]",0,0,0
Strategic (f*_s),1,1.0061824321746826,"[1.0, 1.0, 1.0]","[-0.009388674981892109, 0.006377193611115217, 0.043328914791345596]",0,0,0
Strat-Imp-Aware (f*_imp),1,1.032663106918335,"[1.0, 1.0, 1.0]","[0.05864252895116806, 0.02662353776395321, 0.06803388893604279]",0,0,0
Optimal Linear classifier (f*),1,0.7652665972709656,"[1.0, 1.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1221,219,0.17936117936117937
Strategic (f*_s),1,-0.3990599811077118,"[1.0, 1.0, 1.0]","[0.42537176609039307, 0.1883213371038437, 1.2004936933517456]",1980,105,0.05303030303030303
Strat-Imp-Aware (f*_imp),1,1.1138861179351807,"[1.0, 1.0, 1.0]","[0.24603064358234406, 0.11964762955904007, 0.4449058175086975]",175,55,0.3142857142857143
Optimal Linear classifier (f*),1,0.7652665972709656,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1791,468,0.2613065326633166
Strategic (f*_s),1,-2.786914110183716,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.4414614140987396, 0.20061054825782776, 1.0911576747894287]",3963,96,0.024224072672218017
Strat-Imp-Aware (f*_imp),1,0.6441946625709534,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.1401645839214325, 0.046906065195798874, 0.2289000302553177]",157,51,0.3248407643312102
Optimal Linear classifier (f*),1,0.7652665972709656,"[0.20000000298023224, 0.10000000149011612, 0.699999988079071]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1692,408,0.24113475177304963
Strategic (f*_s),1,-1.92473304271698,"[0.20000000298023224, 0.10000000149011612, 0.699999988079071]","[0.5008140206336975, 0.208644300699234, 1.2438091039657593]",3437,95,0.027640384055862673
Strat-Imp-Aware (f*_imp),1,0.4591630697250366,"[0.20000000298023224, 0.10000000149011612, 0.699999988079071]","[0.11331012845039368, 0.05595875531435013, 0.251958966255188]",501,165,0.32934131736526945
Optimal Linear classifier (f*),0.01,0.7652665972709656,"[5.0, 1.0, 10.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",6,1,0.16666666666666666
Strategic (f*_s),0.01,0.7792825698852539,"[5.0, 1.0, 10.0]","[0.41835033893585205, 0.1934007704257965, 1.143546462059021]",0,0,0
Strat-Imp-Aware (f*_imp),0.01,2.063096284866333,"[5.0, 1.0, 10.0]","[0.49372953176498413, 0.22617046535015106, 0.8988785743713379]",1,0,0.0
Optimal Linear classifier (f*),100,0.7652665972709656,"[5.0, 1.0, 10.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1799,470,0.2612562534741523
Strategic (f*_s),100,-58.39679718017578,"[5.0, 1.0, 10.0]","[1.066892147064209, 0.33309587836265564, 6.1580352783203125]",4290,130,0.030303030303030304
Strat-Imp-Aware (f*_imp),100,-2.3009746074676514,"[5.0, 1.0, 10.0]","[0.04696076735854149, -0.12377054989337921, 0.5312637090682983]",6240,688,0.11025641025641025
Optimal Linear classifier (f*),100,0.7652665972709656,"[1.0, 1.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1799,476,0.26459143968871596
Strategic (f*_s),100,-12.885640144348145,"[1.0, 1.0, 1.0]","[-54.09805679321289, -27.441911697387695, -10.954455375671387]",0,0,0
Strat-Imp-Aware (f*_imp),100,-9.028996467590332,"[1.0, 1.0, 1.0]","[-47.548095703125, -69.42462921142578, 4.6051154136657715]",3390,167,0.04926253687315634
Optimal Linear classifier (f*),10,0.7652665972709656,"[1.0, 1.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1799,476,0.26459143968871596
Strategic (f*_s),10,-12.603389739990234,"[1.0, 1.0, 1.0]","[0.49858367443084717, 0.28747472167015076, 1.502058506011963]",5650,385,0.06814159292035399
Strat-Imp-Aware (f*_imp),10,-2.23854923248291,"[1.0, 1.0, 1.0]","[0.0679672509431839, -0.1512397974729538, 0.5053616762161255]",6240,688,0.11025641025641025
Optimal Linear classifier (f*),1.0,0.7652665972709656,"[0.009999999776482582, 0.009999999776482582, 0.019999999552965164]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1799,476,0.26459143968871596
Strategic (f*_s),1.0,-21.036888122558594,"[0.009999999776482582, 0.009999999776482582, 0.019999999552965164]","[-27.47353172302246, -14.075942039489746, 1.7106083631515503]",4563,287,0.0628972167433706
Strat-Imp-Aware (f*_imp),1.0,-11.426932334899902,"[0.009999999776482582, 0.009999999776482582, 0.019999999552965164]","[0.21261410415172577, 0.057576730847358704, -2.247302293777466]",6240,688,0.11025641025641025
Optimal Linear classifier (f*),1.0,0.7652665972709656,"[1.0, 1.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1221,219,0.17936117936117937
Strategic (f*_s),1.0,-0.3990599811077118,"[1.0, 1.0, 1.0]","[0.42537176609039307, 0.1883213371038437, 1.2004936933517456]",1980,105,0.05303030303030303
Strat-Imp-Aware (f*_imp),1.0,1.1138861179351807,"[1.0, 1.0, 1.0]","[0.24603064358234406, 0.11964762955904007, 0.4449058175086975]",175,55,0.3142857142857143
Optimal Linear classifier (f*),1.0,0.7652665972709656,"[2.0, 1.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1221,219,0.17936117936117937
Strategic (f*_s),1.0,-0.3990599811077118,"[2.0, 1.0, 1.0]","[0.42537176609039307, 0.1883213371038437, 1.2004936933517456]",1980,105,0.05303030303030303
Strat-Imp-Aware (f*_imp),1.0,1.1138861179351807,"[2.0, 1.0, 1.0]","[0.24603064358234406, 0.11964762955904007, 0.4449058175086975]",175,55,0.3142857142857143
Optimal Linear classifier (f*),1.0,0.7652665972709656,"[2.0, 5.0, 1.0]","[0.4270375072956085, 0.22527895867824554, 1.1633548736572266]",1221,219,0.17936117936117937
Strategic (f*_s),1.0,-0.3990599811077118,"[2.0, 5.0, 1.0]","[0.42537176609039307, 0.1883213371038437, 1.2004936933517456]",1980,105,0.05303030303030303
Strat-Imp-Aware (f*_imp),1.0,1.1112377643585205,"[2.0, 5.0, 1.0]","[0.22954881191253662, 0.10547539591789246, 0.4128085970878601]",138,41,0.2971014492753623
Optimal Linear classifier (f*),1.0,0.8693229556083679,"[2.0, 5.0, 1.0]","[0.44786590337753296, 0.19719156622886658, 1.1805956363677979]",1166,227,0.1946826758147513
Strategic (f*_s),1.0,-0.47297921776771545,"[2.0, 5.0, 1.0]","[0.43282759189605713, 0.20968453586101532, 1.2239151000976562]",1973,98,0.0496705524581855
Strat-Imp-Aware (f*_imp),1.0,1.1805541515350342,"[2.0, 5.0, 1.0]","[0.23504315316677094, 0.08320869505405426, 0.5169371962547302]",190,55,0.2894736842105263
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[2.0, 5.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,221,0.17851373182552505
Strategic (f*_s),1.0,-0.41679662466049194,"[2.0, 5.0, 1.0]","[0.4988038241863251, 0.19682684540748596, 1.212391972541809]",1940,99,0.051030927835051546
Strat-Imp-Aware (f*_imp),1.0,1.1677581071853638,"[2.0, 5.0, 1.0]","[0.23025299608707428, 0.05421358719468117, 0.44163382053375244]",130,40,0.3076923076923077
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[2.0, 5.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,221,0.17851373182552505
Strategic (f*_s),1.0,-0.41984036564826965,"[2.0, 5.0, 1.0]","[0.4782824218273163, 0.14428141713142395, 1.1467223167419434]",1965,100,0.05089058524173028
Strat-Imp-Aware (f*_imp),1.0,1.1512211561203003,"[2.0, 5.0, 1.0]","[0.24307368695735931, 0.004914028570055962, 0.45834431052207947]",143,38,0.26573426573426573
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[2.0, 5.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,221,0.17851373182552505
Strategic (f*_s),1.0,-0.3526802957057953,"[2.0, 5.0, 1.0]","[0.43344220519065857, 0.2540042996406555, 1.1396819353103638]",1920,105,0.0546875
Strat-Imp-Aware (f*_imp),1.0,1.0915682315826416,"[2.0, 5.0, 1.0]","[0.1658468395471573, 0.06544572114944458, 0.3266756534576416]",42,9,0.21428571428571427
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1238,221,0.17851373182552505
Strategic (f*_s),1.0,-0.3526802957057953,"[1.0, 1.0, 1.0]","[0.43344220519065857, 0.2540042996406555, 1.1396819353103638]",1920,105,0.0546875
Strat-Imp-Aware (f*_imp),1.0,1.0915682315826416,"[1.0, 1.0, 1.0]","[0.1658468395471573, 0.06544572114944458, 0.3266756534576416]",42,9,0.21428571428571427
Optimal Linear classifier (f*),0.3333333333333333,0.7643548250198364,"[1.0, 1.0, 1.0]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",515,63,0.12233009708737864
Strategic (f*_s),0.3333333333333333,0.412291944026947,"[1.0, 1.0, 1.0]","[0.4599895477294922, 0.2729312479496002, 1.1465178728103638]",578,46,0.07958477508650519
Strat-Imp-Aware (f*_imp),0.3333333333333333,1.8700157403945923,"[1.0, 1.0, 1.0]","[0.4189843237400055, 0.20329567790031433, 0.8260691165924072]",125,31,0.248
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[1.0, 1.0, 0.10199999809265137]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1804,475,0.2633037694013304
Strategic (f*_s),1.0,-9.786293029785156,"[1.0, 1.0, 0.10199999809265137]","[0.45938554406166077, 0.2591979503631592, 1.0795838832855225]",4529,144,0.031795098255685585
