Scale,err_f,err_fs,err_fimp
1.0,0.31532229901758424,0.2691123172915494,0.2534499628461643
5.0,0.302458542611752,0.29864487772432546,0.28439141688555875
10.0,0.3051808186787579,0.30209820496715717,0.2847725313129834
30.0,0.30208617116755154,0.2940804114195469,0.28492505702944737
50.0,0.2925223171643092,0.29096138470321103,0.2848282478309852
70.0,0.30274916948238534,0.2913857466088058,0.2847068375449369
100.0,0.2930483229958675,0.2933231587847488,0.28483632385611235
