Beta,err_f,err_fs,err_fimp
0.01,0.2848168709718043,0.28481938076370583,0.2848559504601388
0.1,0.2851057003195716,0.28472920138038893,0.2846328508931153
0.2,0.28589097564823496,0.2842081686917753,0.28410645604962975
0.5,0.29728568218307366,0.27504018941325575,0.2759573720149003
1.0,0.3240346684002767,0.2531301155218717,0.2528195490357178
2.0,0.38487103716268756,0.2160042996423657,0.20525423555878528
