Scale,err_f,err_fs,err_fimp
0.5,0.3470911300453424,0.1831387360742836,0.1530841584004248
1.0,0.27762000500463,0.20247464629721523,0.2009365068881379
2.0,0.2477433244768054,0.22410548887574708,0.22334551559117602
5.0,0.23533100641394147,0.2327915293850539,0.23217550538889586
10.0,0.23402108865041454,0.23503362697921953,0.2340720723325752
100.0,0.23494581867123787,0.23544269554481323,0.23452510037982333
