Scale,err_f,err_fs,err_fimp
0.5,0.5723677460228997,0.18541578883341472,0.17837148855693483
1.0,0.5754458672839609,0.1915148540036514,0.19232632298518137
2.0,0.20216893384891765,0.20483879407813677,0.20374441457003256
5.0,0.21340433228881628,0.21049107774745238,0.20486373151483214
10.0,0.21122737838809583,0.21091763057421536,0.20266274997804798
100.0,0.21103938851544748,0.21134474116168886,0.2040205407552312
