Beta,err_f,err_fs,err_fimp
0.01,0.2113458304697438,0.21110318826037566,0.20071810635151957
0.1,0.2116883873415529,0.21112035936761553,0.2030978464151778
0.2,0.21328914975088725,0.21050306499298996,0.20089295520907066
0.5,0.20279289582311893,0.20505250753048912,0.2057980036320147
1.0,0.5695322711546674,0.19156887391838087,0.1921287095400378
2.0,0.5714056528032792,0.18372101692817278,0.1785467061085439
